MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
60,RL,10400,Inside,1Fam,5,2001,2001,VinylSd,0,1257,
60,RL,9720,CulDSac,1Fam,5,2001,2002,VinylSd,0,1357,
20,RL,14860,CulDSac,1Fam,5,2002,2003,VinylSd,0,1778,
60,RL,10905,CulDSac,1Fam,5,2003,2003,VinylSd,0,1129,
60,RL,11690,Inside,1Fam,5,1999,2000,VinylSd,0,850,
120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,
90,RM,10126,Corner,Duplex,5,1997,1998,VinylSd,162,1838,
20,RL,9750,Inside,1Fam,5,2004,2004,VinylSd,0,1445,
20,RL,11058,Corner,1Fam,6,2007,2007,VinylSd,0,1564,
20,RL,9627,Inside,1Fam,5,2007,2007,VinylSd,0,1351,
20,RL,9825,Inside,1Fam,5,1966,1966,HdBoard,0,1092,
85,RL,12102,Inside,1Fam,5,1976,1976,HdBoard,0,456,
20,RL,6500,Inside,1Fam,6,1976,1976,HdBoard,0,1127,
80,RL,9638,CulDSac,1Fam,6,1977,1977,Plywood,120,1029,
60,RL,7200,Inside,1Fam,7,1976,2001,Plywood,0,684,
20,RL,47007,Inside,1Fam,7,1959,1996,Plywood,0,0,
90,RL,6012,Corner,Duplex,5,1955,1955,AsbShng,0,0,
90,RL,6845,Inside,Duplex,5,1955,1955,WdShing,0,0,
190,RL,6931,Inside,2fmCon,5,1955,1955,Wd Sdng,0,784,
50,RL,12180,Inside,1Fam,7,1938,2007,Wd Sdng,0,585,
50,RL,8050,Inside,1Fam,8,1947,1993,MetalSd,0,0,
20,RL,9520,Inside,1Fam,5,1953,1953,MetalSd,0,911,
80,RL,7692,Inside,1Fam,6,1954,1954,Wd Sdng,0,416,
30,RL,5142,Inside,1Fam,7,1923,2008,Wd Sdng,0,949,
30,RL,7290,Corner,1Fam,8,1921,1950,WdShing,0,1228,
90,RL,7804,Inside,Duplex,7,1930,1950,Stucco,679,960,
70,RL,8969,Inside,1Fam,6,1926,1950,Wd Sdng,0,644,
50,RL,15564,Inside,1Fam,6,1914,1995,Wd Sdng,0,676,
70,RL,7609,Corner,1Fam,9,1925,1997,Stucco,0,798,
70,RL,9650,Corner,1Fam,3,1923,1950,Wd Sdng,0,784,
50,RL,11700,Inside,1Fam,6,1937,1995,WdShing,0,942,
50,RL,9260,Inside,1Fam,4,1938,1950,Wd Sdng,0,884,
20,RL,7801,Corner,1Fam,5,1951,1951,WdShing,0,1091,
70,RL,9670,Inside,1Fam,6,1935,1950,BrkFace,0,608,
50,RL,12392,Inside,1Fam,9,1950,2000,VinylSd,0,832,
20,RL,26073,CulDSac,1Fam,5,1956,1956,BrkFace,0,1898,
160,RM,1879,CulDSac,Twnhs,6,1980,1980,MetalSd,0,516,
30,RM,7000,Inside,1Fam,8,1926,1998,VinylSd,40,894,
50,RM,6000,Inside,1Fam,8,1940,2006,VinylSd,0,720,
50,RM,8155,Inside,1Fam,7,1930,1950,Wd Sdng,0,780,
80,RM,6000,Inside,1Fam,5,1967,1967,HdBoard,0,624,
30,RM,7392,Inside,1Fam,7,1930,1995,Wd Sdng,0,520,
50,RM,9000,Inside,1Fam,5,1958,1958,WdShing,0,1151,
20,,14584,Inside,1Fam,5,1952,1952,AsbShng,0,0,
70,C (all),5280,Corner,1Fam,7,1895,1950,Wd Sdng,0,173,
50,C (all),5150,Corner,1Fam,7,1910,2000,Plywood,0,356,
70,C (all),9000,Inside,1Fam,6,1920,1950,MetalSd,0,592,
120,RM,3843,Inside,TwnhsE,5,2007,2008,CemntBd,0,1596,
120,RM,3811,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,
20,RL,23730,Inside,1Fam,5,1996,1997,MetalSd,0,1840,
60,RL,11050,Inside,1Fam,5,1996,1997,VinylSd,0,910,
90,RL,10260,Inside,Duplex,4,1976,1976,Plywood,0,0,
20,RL,9990,Inside,1Fam,5,1991,1991,HdBoard,0,1680,
120,RL,4084,Inside,TwnhsE,6,1986,1986,VinylSd,0,1277,
20,RL,11563,Inside,1Fam,5,2006,2007,VinylSd,0,1518,
60,RL,12852,Corner,1Fam,5,2007,2007,VinylSd,0,920,
80,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0,352,
60,RL,12018,Corner,1Fam,5,2008,2008,VinylSd,0,796,
20,RL,12890,Inside,1Fam,5,1989,1989,Wd Sdng,0,1495,
20,RL,18265,Corner,1Fam,5,1986,1986,Plywood,60,1256,
20,RL,11202,Inside,1Fam,5,2003,2003,VinylSd,0,1432,
20,RL,7915,Inside,1Fam,5,1999,2000,VinylSd,0,1666,
20,RL,11449,Inside,1Fam,5,2007,2007,VinylSd,0,1884,
20,RL,11447,Inside,1Fam,5,2005,2006,VinylSd,0,1964,
90,RM,8940,Corner,Duplex,5,1997,1998,VinylSd,0,1344,
20,RL,9278,FR2,1Fam,5,2007,2008,VinylSd,0,1092,
120,RM,4500,FR2,TwnhsE,5,1997,1997,VinylSd,0,1189,
85,RL,14137,Corner,1Fam,5,1964,1964,HdBoard,247,1200,
120,RM,4224,Inside,TwnhsE,6,1975,1975,CemntBd,0,1040,
160,RM,2665,Inside,TwnhsE,7,1976,1976,CemntBd,0,550,
180,RM,1974,Inside,Twnhs,7,1973,2006,CemntBd,0,526,
180,RM,1596,Inside,Twnhs,6,1973,1973,CemntBd,0,462,
20,RL,17979,Corner,1Fam,6,1968,1968,Plywood,0,1113,
160,RM,1477,Inside,Twnhs,9,1970,2007,CemntBd,0,546,
20,RL,6490,Inside,1Fam,7,1983,1983,VinylSd,0,816,
20,RL,6600,Inside,1Fam,6,1982,2005,HdBoard,0,845,
20,RL,12395,Corner,1Fam,6,1984,1984,HdBoard,0,864,
70,,56600,Inside,1Fam,1,1900,1950,Wd Sdng,0,686,
20,RL,10667,Inside,1Fam,6,1971,1971,MetalSd,0,1587,
80,RL,8872,Inside,1Fam,5,1997,1997,VinylSd,0,384,
80,RL,10147,CulDSac,1Fam,5,1994,1994,HdBoard,0,392,
60,RL,8637,Inside,1Fam,5,1999,2000,VinylSd,0,923,
60,RL,7875,Inside,1Fam,5,1996,1996,HdBoard,0,691,
60,RL,7500,Inside,1Fam,5,1999,2003,VinylSd,0,938,
20,RL,9556,Corner,1Fam,5,1992,1993,HdBoard,0,1168,
60,RL,7655,CulDSac,1Fam,5,1993,1994,HdBoard,0,903,
20,RL,18160,Inside,1Fam,6,1964,1964,HdBoard,0,1302,
120,RL,4740,Inside,TwnhsE,5,1988,1988,CemntBd,0,1166,
120,RL,5118,Inside,TwnhsE,5,1990,1990,CemntBd,0,1312,
60,RL,12328,Inside,1Fam,5,2005,2005,VinylSd,0,1149,
20,RL,51974,CulDSac,1Fam,5,2006,2007,VinylSd,0,2660,
190,RL,41600,FR2,2fmCon,5,1969,1990,HdBoard,0,1100,
120,RL,8035,Inside,TwnhsE,5,2006,2006,MetalSd,0,1612,
20,RL,14082,Inside,1Fam,5,2006,2006,VinylSd,0,2220,
20,RL,13870,Inside,1Fam,5,2006,2007,CemntBd,0,1742,
20,RL,10960,Inside,1Fam,5,1984,1984,HdBoard,0,1284,
60,RL,12090,Inside,1Fam,7,1981,2003,MetalSd,0,725,
20,RL,12299,Inside,1Fam,6,1978,1985,Plywood,0,1529,
60,RL,11339,Inside,1Fam,5,1979,1979,HdBoard,0,780,
20,RL,11850,FR2,1Fam,6,1984,1984,Plywood,0,1153,
20,RL,10400,Inside,1Fam,5,1979,1999,MetalSd,0,1259,
20,RL,13001,Inside,1Fam,5,1971,1971,HdBoard,121,1625,
80,RL,8991,CulDSac,1Fam,6,1976,1976,Plywood,604,1228,
60,RL,8000,Inside,1Fam,6,1974,1974,HdBoard,153,1084,
20,RL,9457,Inside,1Fam,6,1970,1990,MetalSd,0,925,
20,RL,7920,Inside,1Fam,5,1970,2002,HdBoard,619,914,
20,RL,17199,FR2,1Fam,7,1961,1961,MetalSd,0,914,
120,RH,4113,Inside,TwnhsE,5,2001,2001,MetalSd,0,1337,
120,RH,10943,FR2,TwnhsE,5,1997,1998,MetalSd,0,1405,
160,RM,2205,Inside,Twnhs,6,1973,1973,HdBoard,0,525,
160,RM,2058,Inside,Twnhs,5,1973,1973,HdBoard,0,672,
120,RL,2304,Inside,Twnhs,7,1978,1978,Plywood,6,1061,
20,RL,7150,Inside,1Fam,6,1966,1966,HdBoard,0,988,
20,RL,12469,FR2,1Fam,5,2006,2007,VinylSd,0,1790,
20,RL,11825,Inside,1Fam,5,2006,2007,CemntBd,0,1694,
20,RL,14333,Corner,1Fam,5,2007,2007,VinylSd,0,2108,
60,RL,13641,Inside,1Fam,5,2007,2007,CemntBd,0,1934,
60,RL,13440,Inside,1Fam,5,2006,2007,VinylSd,0,1108,
20,RL,15431,Inside,1Fam,5,2005,2006,VinylSd,0,1994,
20,RL,13891,Inside,1Fam,5,2007,2007,VinylSd,0,2552,
60,RL,13654,CulDSac,1Fam,5,2005,2006,MetalSd,0,1704,
20,RL,17169,CulDSac,1Fam,5,2007,2007,CemntBd,0,2320,
60,RL,16659,Corner,1Fam,5,2007,2008,VinylSd,0,1582,
60,RL,9709,Inside,1Fam,5,2007,2007,VinylSd,0,918,
20,RL,13615,Corner,1Fam,5,2006,2006,MetalSd,0,1802,
60,RL,13069,Inside,1Fam,5,2004,2004,VinylSd,0,1706,
60,RL,14277,Inside,1Fam,5,2003,2003,VinylSd,0,1317,
60,RL,12568,Inside,1Fam,5,2007,2007,VinylSd,0,895,
20,RL,9926,Inside,1Fam,5,2005,2006,VinylSd,0,1614,
20,RL,9254,Inside,1Fam,5,2005,2005,VinylSd,0,1721,
60,RL,10732,Corner,1Fam,5,2006,2007,VinylSd,0,1298,
120,RL,3901,Inside,Twnhs,5,2005,2006,VinylSd,0,1302,
120,RL,3903,Inside,Twnhs,5,2005,2006,VinylSd,0,1302,
120,RL,6289,Inside,TwnhsE,5,2005,2006,VinylSd,0,1362,
120,RL,4590,Inside,Twnhs,5,2006,2006,VinylSd,0,1554,
120,RL,7841,Inside,TwnhsE,5,2005,2005,MetalSd,0,1577,
120,RL,6240,Inside,TwnhsE,5,2006,2006,MetalSd,0,1324,
120,RL,3242,Inside,TwnhsE,5,2003,2003,VinylSd,0,1405,
60,RL,15810,Inside,1Fam,5,2007,2007,VinylSd,0,768,
60,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0,768,
60,RL,13204,Inside,1Fam,5,2006,2007,VinylSd,0,608,
60,RL,8857,Inside,1Fam,5,2006,2006,VinylSd,0,738,
60,RL,9729,Inside,1Fam,5,2006,2007,VinylSd,0,698,
20,RL,12216,Corner,1Fam,5,2005,2005,VinylSd,0,1326,
60,RL,8229,Inside,1Fam,5,2007,2007,VinylSd,0,752,
60,RL,7713,Inside,1Fam,5,2007,2007,VinylSd,0,728,
20,RL,7697,Inside,1Fam,6,2007,2007,VinylSd,0,1246,
120,RL,3621,Inside,TwnhsE,5,2003,2003,VinylSd,0,1406,
20,RL,3710,Inside,1Fam,5,2007,2007,VinylSd,0,1266,
80,RL,16219,Inside,1Fam,5,2004,2005,VinylSd,0,835,
80,RL,11084,Corner,1Fam,5,2004,2004,VinylSd,0,384,
20,RL,10936,Inside,1Fam,5,2006,2006,VinylSd,0,1510,
80,RL,11950,Corner,1Fam,5,2003,2003,VinylSd,0,384,
60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0,847,
60,RL,8740,Inside,1Fam,5,2002,2002,VinylSd,0,854,
60,RL,9487,Inside,1Fam,5,2000,2000,VinylSd,0,915,
60,RL,9649,Inside,1Fam,5,1999,2000,VinylSd,0,941,
60,RL,12191,Inside,1Fam,5,1997,1998,VinylSd,0,1779,
60,RL,10557,Inside,1Fam,5,1998,1998,MetalSd,0,1408,
60,RL,11002,Inside,1Fam,5,1998,1999,VinylSd,0,1389,
60,RL,10790,Inside,1Fam,5,1998,1998,VinylSd,0,1066,
60,RL,11762,Inside,1Fam,5,1992,1993,VinylSd,0,1105,
60,RL,9044,Inside,1Fam,5,1996,1997,VinylSd,0,1325,
20,RL,9910,Inside,1Fam,6,2007,2007,VinylSd,0,1369,
20,RL,11830,Inside,1Fam,5,2007,2007,VinylSd,0,1542,
20,RL,10612,Inside,1Fam,5,2006,2006,VinylSd,0,1524,
20,RL,12291,Inside,1Fam,5,2007,2007,CemntBd,0,1966,
20,RL,9965,FR2,1Fam,5,2007,2007,VinylSd,0,1528,
20,RL,8847,Inside,1Fam,5,2005,2005,VinylSd,0,1538,
20,RL,8251,Inside,1Fam,5,2005,2006,VinylSd,0,1494,
60,RL,9605,Inside,1Fam,5,2006,2006,VinylSd,0,982,
60,RL,8778,Inside,1Fam,5,2006,2006,VinylSd,0,1302,
20,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0,1338,
20,FV,9000,Inside,1Fam,5,2006,2007,VinylSd,0,1335,
60,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0,896,
60,FV,10411,Corner,1Fam,5,2007,2007,VinylSd,0,725,
60,FV,12217,Inside,1Fam,5,2007,2007,WdShing,0,955,
20,FV,10440,Corner,1Fam,5,2007,2007,CemntBd,0,1574,
20,FV,11824,Corner,1Fam,5,2006,2006,VinylSd,0,1685,
60,FV,10625,Inside,1Fam,5,2004,2004,VinylSd,0,1158,
20,RL,7500,Inside,1Fam,5,2006,2007,VinylSd,0,1100,
20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0,1143,
20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0,1094,
20,RL,7441,Inside,1Fam,5,2006,2006,VinylSd,0,1461,
60,RL,11613,Corner,1Fam,5,1993,1997,VinylSd,0,864,
160,RL,8012,Inside,TwnhsE,5,1980,1980,Plywood,0,630,
20,RL,6285,Inside,1Fam,5,1977,1977,Plywood,351,894,
20,RL,7476,Corner,1Fam,7,1968,1968,HdBoard,0,1040,
60,RL,19522,Inside,1Fam,5,1990,1990,HdBoard,0,1223,
20,RL,10751,CulDSac,1Fam,5,1974,1974,Plywood,0,1037,
20,RL,12712,CulDSac,1Fam,7,1973,2006,CemntBd,0,1044,
120,FV,4379,FR2,TwnhsE,5,2004,2004,MetalSd,0,1378,
120,FV,3523,Inside,TwnhsE,5,2006,2007,VinylSd,0,1141,
120,FV,3784,Inside,TwnhsE,5,2006,2007,VinylSd,0,1511,
120,FV,3606,Inside,TwnhsE,5,2006,2007,VinylSd,0,1352,
120,FV,5330,Inside,TwnhsE,5,2006,2007,VinylSd,0,1550,
160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0,744,
160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0,756,
20,FV,7321,Inside,1Fam,5,1999,2000,CemntBd,0,1339,
60,FV,8010,Inside,1Fam,5,2003,2004,CemntBd,0,1054,
60,FV,8413,Inside,1Fam,5,1998,1998,VinylSd,0,1220,
120,RL,9466,FR2,TwnhsE,5,1994,1995,BrkFace,1037,1494,
20,RL,12000,Inside,1Fam,6,1980,1980,VinylSd,0,2002,
20,RL,17778,Inside,1Fam,5,1981,1981,BrkFace,829,2461,
20,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0,912,
60,RL,8000,Inside,1Fam,6,1970,1970,VinylSd,0,1008,
85,RL,8723,Inside,1Fam,6,1969,1969,HdBoard,0,973,
20,RL,11700,Corner,1Fam,5,1968,1968,HdBoard,0,1295,
20,RL,11358,Corner,1Fam,7,1972,1987,Wd Sdng,0,1124,
20,RL,9547,Inside,1Fam,6,1993,1993,VinylSd,0,1594,
60,RL,10530,Inside,1Fam,6,1993,1993,MetalSd,0,1148,
20,RL,10738,Corner,1Fam,7,1966,1966,HdBoard,0,1093,
20,RL,10800,Inside,1Fam,5,1963,1963,HdBoard,264,1052,
20,RL,8050,Inside,1Fam,6,1967,1993,MetalSd,38,949,
90,RL,10899,Inside,Duplex,5,1964,1964,HdBoard,0,0,
20,RL,7450,Inside,1Fam,5,1956,1956,Wd Sdng,206,894,
20,RL,14357,CulDSac,1Fam,5,1961,1961,Wd Sdng,167,864,
20,RL,8243,CulDSac,1Fam,7,1961,1961,VinylSd,0,964,
20,RL,8680,Inside,1Fam,7,1960,1960,CemntBd,0,894,
20,RL,8800,Inside,1Fam,6,1966,1966,HdBoard,0,1174,
80,RL,9200,Inside,1Fam,5,1965,1965,HdBoard,0,1042,
60,RL,8800,Inside,1Fam,7,1964,1997,MetalSd,0,845,
20,RL,11382,Inside,1Fam,5,1964,1964,Wd Sdng,543,1130,
20,RL,22002,Corner,1Fam,7,1959,1991,MetalSd,0,1592,
45,RL,12172,Inside,1Fam,7,1940,1996,Wd Sdng,259,822,
20,RL,5000,Inside,1Fam,3,1946,1950,WdShing,0,666,
50,RL,3500,Inside,1Fam,5,1945,1950,MetalSd,0,370,
20,RL,5175,Inside,1Fam,8,1958,2000,VinylSd,404,808,
20,RL,9600,Inside,1Fam,6,1955,1955,HdBoard,0,1078,
90,RL,8668,Corner,Duplex,5,1968,1968,MetalSd,0,1560,
85,RL,10050,Inside,1Fam,6,1966,1966,HdBoard,0,793,
80,RL,9600,Inside,1Fam,5,1961,1961,WdShing,0,1218,
20,RL,8760,Inside,1Fam,7,1957,1999,VinylSd,0,936,
20,RL,6860,Inside,1Fam,6,1956,1956,Wd Sdng,0,1008,
20,RL,8250,Corner,1Fam,7,1963,1963,MetalSd,0,1053,
20,RL,9100,Inside,1Fam,5,1960,1960,HdBoard,0,1144,
20,RL,9736,Inside,1Fam,6,1957,1969,Wd Sdng,138,1331,
20,RL,9770,Inside,1Fam,5,1957,1957,Wd Sdng,0,922,
20,RL,12198,Inside,1Fam,6,1955,1975,VinylSd,0,1204,
20,RL,10050,Inside,1Fam,5,1955,1955,MetalSd,0,1216,
20,RL,11556,Inside,1Fam,9,1953,2006,VinylSd,0,864,
90,RL,8078,Inside,Duplex,5,1958,1958,Wd Sdng,0,1560,
20,RL,10950,Inside,1Fam,6,1952,1952,Wd Sdng,0,948,
20,RL,7942,Inside,1Fam,7,1953,1953,Wd Sdng,955,1040,
20,RL,8540,Corner,1Fam,8,1956,2003,VinylSd,691,925,
50,RL,7150,Inside,1Fam,4,1955,1955,MetalSd,0,1190,
20,RL,8400,Corner,1Fam,5,1955,1955,MetalSd,0,923,
20,RL,9532,Inside,1Fam,6,1953,1953,VinylSd,354,1105,
20,RL,15783,Inside,1Fam,5,1952,1952,Wd Sdng,0,924,
50,RL,14190,Inside,1Fam,7,1890,2006,VinylSd,0,925,
50,RL,12099,Inside,1Fam,6,1953,2004,MetalSd,0,1216,
70,RL,21281,Inside,1Fam,4,1935,2007,Wd Sdng,0,666,
50,RL,10284,Corner,1Fam,7,1925,1993,MetalSd,66,1151,
70,RL,10800,Inside,1Fam,9,1895,1999,Wd Sdng,0,736,
80,RL,10090,Inside,1Fam,5,1963,1999,Plywood,483,725,
20,RL,8700,Inside,1Fam,7,1961,1961,HdBoard,0,920,
20,RL,8300,Inside,1Fam,6,1968,1968,Wd Sdng,0,952,
20,RL,7200,Inside,1Fam,3,1950,1950,WdShing,0,864,
20,RL,7500,Inside,1Fam,7,1959,2003,BrkFace,0,1040,
20,RL,7315,Inside,1Fam,6,1958,1958,BrkFace,0,1170,
20,RL,7903,Inside,1Fam,5,1960,1960,BrkFace,0,1242,
20,RL,8000,Inside,1Fam,5,1960,1960,BrkFace,154,1377,
20,RL,7000,Corner,1Fam,6,1961,1961,BrkFace,0,0,
20,RL,6600,Inside,1Fam,5,1962,1962,Wd Sdng,442,864,
85,RL,6760,Inside,1Fam,5,1962,1962,HdBoard,0,896,
30,RM,6978,Inside,1Fam,7,1926,1980,MetalSd,0,850,
50,RM,6000,Inside,1Fam,6,1927,1950,MetalSd,0,845,
30,RM,4480,Corner,1Fam,5,1922,1950,AsbShng,0,1022,
30,RM,3153,Inside,1Fam,6,1920,1990,MetalSd,0,967,
30,RM,7200,Inside,1Fam,8,1940,1950,VinylSd,0,808,
50,RM,9000,Corner,1Fam,8,1900,2006,Stucco,0,680,
50,RM,5925,Inside,1Fam,6,1900,1950,MetalSd,448,570,
70,RM,9639,Inside,1Fam,8,1900,1950,MetalSd,0,1075,
70,RM,10337,Inside,1Fam,9,1910,1999,VinylSd,0,725,
70,RM,9863,Inside,1Fam,6,1927,1950,Wd Sdng,210,728,
70,RM,4571,Inside,1Fam,7,1910,1950,MetalSd,0,616,
50,RM,8398,Inside,1Fam,8,1910,1990,Wd Sdng,0,926,
70,RM,3600,Inside,1Fam,7,1930,2005,VinylSd,0,687,
75,RM,13500,Corner,1Fam,8,1879,1987,Wd Sdng,0,819,
20,RM,8626,Inside,1Fam,6,1956,1956,MetalSd,0,0,
80,RM,11800,Inside,1Fam,7,1949,2002,Stucco,0,0,
40,RL,6854,Inside,1Fam,7,1925,1994,MetalSd,227,756,
50,RM,8674,Inside,1Fam,6,1950,1950,MetalSd,0,910,
50,RM,6125,Inside,1Fam,7,1939,1998,MetalSd,0,728,
70,RM,6000,Inside,1Fam,6,1939,1950,MetalSd,0,600,
45,RM,6120,Inside,1Fam,7,1939,1950,AsbShng,0,884,
50,RM,6240,Inside,1Fam,5,1938,1950,VinylSd,0,861,
50,RM,6240,Inside,1Fam,8,1939,1952,Wd Sdng,0,672,
50,RM,6240,Inside,1Fam,7,1930,1992,Wd Sdng,0,966,
50,RM,6120,Inside,1Fam,6,1926,1950,Wd Sdng,0,756,
70,RM,7755,Inside,1Fam,8,1918,1995,Wd Sdng,0,1100,
50,RL,8850,Inside,1Fam,7,1920,1950,Wd Sdng,0,768,
50,RL,8550,Inside,1Fam,5,1926,1950,HdBoard,0,750,
70,RM,5700,Corner,1Fam,6,1929,1990,Wd Sdng,0,672,
45,RM,5680,Inside,1Fam,4,1901,1950,AsbShng,0,592,
50,RM,5680,Inside,1Fam,3,1901,1950,AsbShng,0,969,
80,RM,13200,Corner,1Fam,6,1963,1963,HdBoard,0,741,
60,RM,9780,Inside,1Fam,9,1950,2005,VinylSd,398,976,
50,RM,10320,Inside,1Fam,5,1915,1950,MetalSd,0,1138,
190,RM,4330,Inside,2fmCon,6,1958,1958,MetalSd,127,808,
50,RM,10320,Corner,1Fam,1,1910,1950,Wd Sdng,0,771,
70,RL,12888,Inside,1Fam,8,1937,1980,Wd Sdng,0,1005,
190,RL,4484,Corner,2fmCon,6,1942,1979,Plywood,0,672,
190,RL,11235,Inside,2fmCon,5,1963,1963,HdBoard,0,925,
85,RL,11235,Inside,1Fam,5,1964,1980,HdBoard,0,1420,
20,RL,14299,Inside,1Fam,3,1964,1964,HdBoard,144,1005,
80,RL,14149,Inside,1Fam,8,1964,2001,HdBoard,722,980,
20,RL,11677,Inside,1Fam,4,1966,1966,HdBoard,761,1040,
190,RL,8425,FR3,2fmCon,6,1971,1990,HdBoard,0,768,
20,RL,8665,Inside,1Fam,5,1968,1968,HdBoard,288,876,
20,RL,8398,Inside,1Fam,5,1967,1967,MetalSd,529,943,
20,RL,8169,Corner,1Fam,7,1966,1966,Plywood,435,912,
20,RL,14175,Inside,1Fam,5,1956,1998,BrkFace,522,1240,
60,RL,16779,Inside,1Fam,4,1920,1996,Wd Sdng,0,671,
50,RL,6960,Inside,1Fam,8,1940,1998,Wd Sdng,0,680,
20,RL,11375,Inside,1Fam,5,1954,1995,VinylSd,0,967,
20,RL,13770,Corner,1Fam,6,1958,1998,Plywood,873,1158,
20,RL,9000,Inside,1Fam,7,1945,1950,Wd Sdng,0,0,
20,RL,11075,Corner,1Fam,5,1984,1984,Wd Sdng,891,1190,
20,RL,17541,Corner,1Fam,7,1948,2005,Wd Sdng,0,409,
20,RL,22692,Inside,1Fam,5,1953,1953,MetalSd,0,1073,
20,RL,17808,Inside,1Fam,5,1946,1950,Wd Sdng,0,484,
20,RL,12671,Corner,1Fam,7,1954,1994,MetalSd,0,1288,
50,RL,10512,Inside,1Fam,6,1954,1954,Wd Sdng,0,988,
20,RL,5400,Inside,1Fam,5,1958,1958,MetalSd,0,864,
30,RL,11515,CulDSac,1Fam,5,1958,1994,HdBoard,0,0,
120,RL,3869,Inside,TwnhsE,6,1984,1984,Wd Sdng,755,1038,
20,RL,9280,Inside,1Fam,6,1951,1951,Wd Sdng,0,1342,
50,RL,11100,Inside,1Fam,6,1951,1994,Wd Sdng,0,1080,
50,RL,7550,Inside,1Fam,5,1920,1950,MetalSd,0,951,
50,RL,23920,Inside,1Fam,5,1984,1984,Wd Sdng,0,1105,
60,RL,9317,Inside,1Fam,5,1994,2001,VinylSd,0,779,
20,RL,9178,Inside,1Fam,5,2007,2007,VinylSd,0,1643,
20,RL,10481,Inside,1Fam,5,2006,2007,CemntBd,0,2140,
20,RL,10235,Inside,1Fam,5,2007,2007,VinylSd,0,1643,
20,RL,11750,Inside,1Fam,5,2005,2006,VinylSd,0,1546,
20,RL,8760,Inside,1Fam,5,2006,2006,VinylSd,0,1489,
20,RL,7242,Inside,1Fam,5,2005,2006,VinylSd,0,1270,
60,RL,9316,Inside,1Fam,5,2005,2006,VinylSd,0,879,
60,RL,8883,Inside,1Fam,5,1988,1988,HdBoard,321,929,
20,RL,20064,Inside,1Fam,6,1976,1976,Wd Sdng,915,966,
20,RL,14217,CulDSac,1Fam,5,1994,1994,VinylSd,0,1022,
60,RL,10021,Inside,1Fam,6,1997,2006,VinylSd,0,635,
20,RL,8428,Inside,1Fam,7,1994,1994,VinylSd,0,990,
20,RL,16561,Inside,1Fam,5,1996,1996,VinylSd,0,1097,
60,RL,10820,CulDSac,1Fam,5,1999,1999,VinylSd,0,988,
60,RL,12352,CulDSac,1Fam,5,1998,1999,VinylSd,0,853,
60,RL,9543,Inside,1Fam,5,2001,2001,VinylSd,0,845,
60,RL,8826,Inside,1Fam,5,2000,2000,VinylSd,0,985,
20,RL,11800,Inside,1Fam,5,1974,1974,HdBoard,0,864,
80,RL,8660,Inside,1Fam,5,1976,1976,VinylSd,0,1015,
80,RL,9720,Inside,1Fam,7,1977,1977,Plywood,0,995,
20,RL,8982,CulDSac,1Fam,5,1977,1977,CemntBd,0,1040,
20,RL,16300,CulDSac,1Fam,4,1977,1977,HdBoard,417,876,
20,RL,9675,Corner,1Fam,6,1975,1975,HdBoard,432,864,
20,RL,7200,Inside,1Fam,5,1972,2000,VinylSd,0,864,
20,RL,7200,Inside,1Fam,8,1972,2006,Plywood,0,385,
20,RL,11354,Inside,1Fam,5,2000,2000,VinylSd,0,1673,
60,RL,8749,Inside,1Fam,5,2003,2003,VinylSd,0,979,
60,RL,8158,Inside,1Fam,5,2002,2002,VinylSd,0,860,
20,RL,11927,Inside,1Fam,5,1994,1995,HdBoard,465,1556,
60,RL,12728,Inside,1Fam,5,2001,2001,VinylSd,0,1531,
60,RL,15295,Corner,1Fam,5,1996,2002,VinylSd,0,860,
20,RL,17227,CulDSac,1Fam,5,1999,2000,VinylSd,0,1341,
60,RL,8145,Inside,1Fam,5,2007,2007,VinylSd,0,738,
20,RL,8769,FR2,1Fam,5,2005,2005,VinylSd,0,1169,
20,RL,8334,Inside,1Fam,5,2006,2007,VinylSd,0,1330,
60,RL,8333,Inside,1Fam,5,2006,2006,VinylSd,0,738,
60,RL,9045,Inside,1Fam,5,2005,2005,VinylSd,0,768,
85,RL,9825,Inside,1Fam,5,1967,1967,HdBoard,0,936,
20,RL,8308,Inside,1Fam,6,1963,1963,VinylSd,841,1088,
50,RL,16287,Inside,1Fam,6,1925,1950,VinylSd,105,901,
20,RL,8240,Inside,1Fam,6,1960,1960,HdBoard,0,1179,
80,RL,6285,Inside,1Fam,6,1976,1976,HdBoard,0,960,
90,RL,9555,CulDSac,Duplex,6,1979,1979,Plywood,0,0,
60,RL,7023,Inside,1Fam,5,2005,2006,VinylSd,0,734,
